city,sqft,bedrooms,bathrooms,lot_size_acres,year_built,age_years,school_rating,distance_from_center_miles,property_tax_rate,price,price_per_sqft,zip_code,metro,listing_date
San Antonio,2671,3,3.0,0.15,1986,38,5.1,26.8,0.0208,391399,146.54,78250,San Antonio-New Braunfels,2023-08-05
Fort Worth,1835,3,3.0,0.332,1961,63,6.0,28.6,0.0219,273295,148.93,76102,Dallas-Fort Worth-Arlington,2023-03-31
Dallas,1900,3,2.5,0.277,2014,10,5.8,23.0,0.0229,379681,199.83,75225,Dallas-Fort Worth-Arlington,2023-12-16
Austin,2404,3,3.0,0.175,1986,38,7.4,5.4,0.0218,781454,325.06,78701,Austin-Round Rock-Georgetown,2023-01-18
Austin,2245,3,2.0,0.618,1986,38,8.2,13.6,0.0218,810906,361.21,78745,Austin-Round Rock-Georgetown,2023-05-17
Houston,1544,3,2.0,0.169,1982,42,6.7,43.2,0.0248,237816,154.03,77007,Houston-The Woodlands-Sugar Land,2024-01-26
Austin,1697,4,2.5,0.128,1970,54,6.0,28.1,0.0225,594163,350.13,78701,Austin-Round Rock-Georgetown,2023-01-11
Dallas,1318,4,3.0,0.292,1984,40,5.2,37.5,0.0228,245669,186.4,75201,Dallas-Fort Worth-Arlington,2024-06-25
Austin,2305,3,2.5,0.136,1963,61,5.9,21.5,0.0227,613906,266.34,78702,Austin-Round Rock-Georgetown,2023-08-10
Dallas,2220,3,2.0,0.124,2002,22,6.1,30.5,0.0219,465092,209.5,75225,Dallas-Fort Worth-Arlington,2023-08-07
San Antonio,1977,4,4.0,0.342,2013,11,7.4,29.0,0.0218,316448,160.06,78201,San Antonio-New Braunfels,2023-10-21
Dallas,1899,4,2.5,0.401,1987,37,7.5,9.2,0.0204,447468,235.63,75230,Dallas-Fort Worth-Arlington,2023-12-16
Houston,2043,5,3.5,0.096,2018,6,8.5,18.1,0.0244,402361,196.95,77024,Houston-The Woodlands-Sugar Land,2023-09-09
San Antonio,2994,4,4.0,0.36,1988,36,7.2,19.0,0.0223,555968,185.69,78209,San Antonio-New Braunfels,2024-04-28
San Antonio,1485,3,3.0,0.298,2016,8,6.0,18.7,0.0223,191289,128.81,78258,San Antonio-New Braunfels,2024-06-10
San Antonio,1955,3,2.5,0.254,1982,42,7.1,20.8,0.0231,235494,120.46,78230,San Antonio-New Braunfels,2023-04-20
Austin,1263,2,1.0,0.26,1975,49,7.3,14.6,0.0209,357109,282.75,78745,Austin-Round Rock-Georgetown,2024-01-22
Austin,1979,5,3.5,0.211,2021,3,6.6,17.3,0.0241,774941,391.58,78702,Austin-Round Rock-Georgetown,2023-06-14
Fort Worth,2456,4,2.5,0.106,2021,3,8.5,13.5,0.0211,477574,194.45,76109,Dallas-Fort Worth-Arlington,2024-06-28
Houston,1527,5,4.0,0.137,1968,56,5.9,14.9,0.0235,269296,176.36,77024,Houston-The Woodlands-Sugar Land,2023-05-19
Houston,1990,3,2.0,0.198,2001,23,7.4,30.7,0.0229,316392,158.99,77079,Houston-The Woodlands-Sugar Land,2023-06-11
Dallas,1581,3,2.5,0.235,1971,53,7.7,20.7,0.022,316817,200.39,75205,Dallas-Fort Worth-Arlington,2024-01-26
Dallas,2647,3,3.0,0.414,1968,56,7.5,24.7,0.0223,516443,195.11,75230,Dallas-Fort Worth-Arlington,2024-03-07
Fort Worth,1587,4,4.0,0.187,2013,11,7.1,16.0,0.0213,356289,224.5,76107,Dallas-Fort Worth-Arlington,2023-03-12
Houston,1716,3,2.0,0.149,1980,44,4.7,30.2,0.0258,240945,140.41,77002,Houston-The Woodlands-Sugar Land,2023-10-31
Fort Worth,1200,3,2.0,0.51,1988,36,6.7,14.6,0.0216,219224,182.69,76102,Dallas-Fort Worth-Arlington,2023-07-09
Austin,1774,4,2.5,0.165,1998,26,6.6,17.1,0.0197,542158,305.61,78750,Austin-Round Rock-Georgetown,2023-12-01
Dallas,2511,3,3.0,0.173,1983,41,8.6,28.6,0.0224,529272,210.78,75230,Dallas-Fort Worth-Arlington,2023-11-01
Dallas,2504,2,1.0,0.232,1990,34,7.9,31.1,0.0211,394519,157.56,75205,Dallas-Fort Worth-Arlington,2024-06-23
Austin,2181,3,2.0,0.225,1999,25,5.9,8.7,0.0229,746757,342.39,78745,Austin-Round Rock-Georgetown,2024-05-25
Austin,1319,3,2.0,0.524,1960,64,7.5,11.0,0.023,382259,289.81,78701,Austin-Round Rock-Georgetown,2023-12-24
Houston,2608,3,2.0,0.339,2022,2,4.8,13.0,0.0238,408048,156.46,77002,Houston-The Woodlands-Sugar Land,2024-01-07
Fort Worth,1799,4,3.0,0.28,1993,31,8.2,5.4,0.021,360864,200.59,76109,Dallas-Fort Worth-Arlington,2024-05-06
Dallas,1941,3,2.5,0.15,1969,55,6.6,15.9,0.0231,339957,175.15,75225,Dallas-Fort Worth-Arlington,2023-04-11
Fort Worth,1943,3,3.0,0.195,2012,12,8.2,37.0,0.0217,343973,177.03,76132,Dallas-Fort Worth-Arlington,2024-02-01
San Antonio,1766,3,3.0,0.269,1994,30,6.8,9.1,0.0215,311242,176.24,78250,San Antonio-New Braunfels,2024-02-27
Dallas,1896,3,2.0,0.213,1995,29,7.9,16.8,0.0217,361426,190.63,75204,Dallas-Fort Worth-Arlington,2023-03-11
San Antonio,1287,3,3.0,0.71,1962,62,6.6,5.0,0.0224,232494,180.65,78250,San Antonio-New Braunfels,2024-04-27
Austin,2463,2,2.0,0.115,1971,53,6.5,11.8,0.0216,578756,234.98,78704,Austin-Round Rock-Georgetown,2024-01-18
Austin,1345,4,4.0,0.228,1978,46,6.6,20.0,0.0203,496841,369.4,78748,Austin-Round Rock-Georgetown,2023-07-09
San Antonio,1165,5,3.0,0.635,2020,4,6.9,21.2,0.0225,178661,153.36,78205,San Antonio-New Braunfels,2023-09-22
San Antonio,1683,3,2.5,0.298,1965,59,5.2,18.8,0.0212,231723,137.68,78201,San Antonio-New Braunfels,2023-09-25
Houston,1813,3,2.5,0.491,1964,60,5.9,22.6,0.022,268416,148.05,77002,Houston-The Woodlands-Sugar Land,2024-05-17
Dallas,1848,3,2.0,0.077,1997,27,4.4,10.6,0.0226,289385,156.59,75254,Dallas-Fort Worth-Arlington,2024-06-14
Dallas,1326,5,5.0,0.218,2022,2,8.0,25.1,0.0205,313393,236.34,75201,Dallas-Fort Worth-Arlington,2024-03-17
Fort Worth,1218,3,3.0,0.125,1981,43,5.8,9.5,0.0232,252626,207.41,76132,Dallas-Fort Worth-Arlington,2023-12-23
Dallas,1733,3,2.0,0.155,1991,33,6.8,13.0,0.0222,337475,194.73,75230,Dallas-Fort Worth-Arlington,2023-02-26
Houston,2313,2,1.5,0.349,1996,28,6.8,34.3,0.0238,295062,127.57,77002,Houston-The Woodlands-Sugar Land,2024-05-15
Houston,1365,3,2.5,0.368,1980,44,7.2,38.1,0.0234,215896,158.17,77079,Houston-The Woodlands-Sugar Land,2023-03-15
Houston,3009,4,3.0,0.569,1992,32,6.9,18.9,0.0222,554614,184.32,77002,Houston-The Woodlands-Sugar Land,2023-04-02
Dallas,2898,3,2.0,0.055,2012,12,7.1,17.6,0.0213,661526,228.27,75201,Dallas-Fort Worth-Arlington,2023-02-08
Fort Worth,1941,3,2.5,0.423,1976,48,4.6,13.7,0.0228,303473,156.35,76109,Dallas-Fort Worth-Arlington,2024-06-02
Houston,1637,4,3.0,0.319,2014,10,6.3,19.5,0.0222,262803,160.54,77007,Houston-The Woodlands-Sugar Land,2023-09-27
Houston,1535,3,2.5,0.092,1997,27,7.1,24.7,0.0247,233326,152.0,77007,Houston-The Woodlands-Sugar Land,2023-05-10
Houston,2295,3,2.5,0.366,2001,23,7.7,25.9,0.0227,366809,159.83,77007,Houston-The Woodlands-Sugar Land,2023-02-14
San Antonio,1293,3,3.0,0.119,1988,36,7.0,29.1,0.0216,188038,145.43,78230,San Antonio-New Braunfels,2023-08-14
San Antonio,1429,3,2.0,0.336,1999,25,5.7,26.5,0.0223,183966,128.74,78201,San Antonio-New Braunfels,2024-01-31
Austin,1304,3,2.0,0.212,1980,44,10.0,28.6,0.0212,386517,296.41,78702,Austin-Round Rock-Georgetown,2024-06-28
Austin,2187,3,2.5,0.224,1979,45,8.4,19.7,0.0232,680432,311.13,78704,Austin-Round Rock-Georgetown,2023-10-30
Dallas,1933,3,2.5,0.148,2012,12,7.2,19.8,0.0224,337056,174.37,75205,Dallas-Fort Worth-Arlington,2023-11-29
Austin,1196,3,2.5,0.122,1990,34,8.9,12.9,0.0217,344440,287.99,78745,Austin-Round Rock-Georgetown,2024-04-02
San Antonio,1697,3,3.0,0.151,1990,34,6.7,48.0,0.0225,215907,127.23,78205,San Antonio-New Braunfels,2024-05-08
Houston,1993,3,2.5,0.23,1961,63,5.1,13.6,0.0229,296794,148.92,77024,Houston-The Woodlands-Sugar Land,2023-06-03
Austin,1603,2,1.0,0.307,1984,40,8.0,17.1,0.021,462800,288.71,78748,Austin-Round Rock-Georgetown,2024-06-26
Fort Worth,2216,3,2.5,0.393,1994,30,7.9,26.8,0.0217,399610,180.33,76107,Dallas-Fort Worth-Arlington,2023-10-11
Austin,2614,3,2.0,0.201,1973,51,8.6,9.3,0.0214,802321,306.93,78702,Austin-Round Rock-Georgetown,2024-05-23
Houston,1080,2,2.0,0.213,1985,39,8.5,12.0,0.0222,133910,123.99,77024,Houston-The Woodlands-Sugar Land,2023-03-06
Austin,1644,4,2.5,0.35,1995,29,9.1,14.6,0.0211,603366,367.01,78745,Austin-Round Rock-Georgetown,2023-02-23
Austin,1888,4,3.0,0.138,1990,34,9.0,43.7,0.0216,554187,293.53,78701,Austin-Round Rock-Georgetown,2024-04-28
Austin,1331,2,1.5,0.25,2006,18,9.1,17.4,0.0213,410250,308.23,78704,Austin-Round Rock-Georgetown,2024-01-03
Austin,1999,3,3.0,0.146,1966,58,9.0,4.2,0.0228,728867,364.62,78702,Austin-Round Rock-Georgetown,2023-04-06
Austin,1917,3,3.0,0.122,1963,61,8.8,9.3,0.0209,666532,347.7,78704,Austin-Round Rock-Georgetown,2024-05-04
Austin,2545,3,2.0,0.122,1971,53,9.0,8.5,0.0219,839864,330.01,78750,Austin-Round Rock-Georgetown,2023-02-25
Dallas,1947,3,2.5,0.158,1969,55,6.0,29.9,0.0212,355706,182.69,75225,Dallas-Fort Worth-Arlington,2024-01-09
San Antonio,1908,5,4.5,0.536,1962,62,6.7,9.7,0.0228,320484,167.97,78250,San Antonio-New Braunfels,2023-04-23
Houston,5918,4,3.5,0.549,2010,14,4.6,23.1,0.025,995661,168.24,77007,Houston-The Woodlands-Sugar Land,2023-02-08
Houston,1248,2,2.0,0.293,1972,52,5.8,15.6,0.0224,185474,148.62,77079,Houston-The Woodlands-Sugar Land,2024-03-17
Dallas,2988,2,2.0,0.081,1961,63,5.6,23.5,0.0207,482701,161.55,75230,Dallas-Fort Worth-Arlington,2024-04-08
Fort Worth,2169,4,4.0,0.221,2003,21,7.6,34.0,0.0224,421507,194.33,76132,Dallas-Fort Worth-Arlington,2023-02-27
San Antonio,1558,4,2.5,0.299,1973,51,6.9,5.6,0.0217,261995,168.16,78250,San Antonio-New Braunfels,2023-02-20
Austin,1945,3,2.0,0.177,1999,25,8.6,17.1,0.0211,568807,292.45,78745,Austin-Round Rock-Georgetown,2023-12-03
Houston,3968,4,2.5,0.331,1965,59,5.6,41.7,0.0222,622792,156.95,77024,Houston-The Woodlands-Sugar Land,2023-01-16
Houston,1284,3,3.0,0.144,1994,30,4.4,28.8,0.0251,216662,168.74,77079,Houston-The Woodlands-Sugar Land,2024-02-13
Houston,1943,3,2.5,0.459,1995,29,6.4,22.4,0.0233,324667,167.1,77079,Houston-The Woodlands-Sugar Land,2024-05-15
Dallas,1921,4,3.0,0.412,1960,64,8.7,22.9,0.0237,382806,199.27,75205,Dallas-Fort Worth-Arlington,2024-02-15
Houston,3417,3,2.0,0.114,1999,25,6.0,27.1,0.0234,604643,176.95,77002,Houston-The Woodlands-Sugar Land,2023-05-07
Austin,1554,5,5.0,0.275,1966,58,6.9,28.3,0.0227,561429,361.28,78701,Austin-Round Rock-Georgetown,2023-04-14
Houston,2232,2,2.0,0.344,1992,32,6.8,14.4,0.022,318145,142.54,77007,Houston-The Woodlands-Sugar Land,2024-01-08
Dallas,2137,4,3.5,0.243,1993,31,6.4,37.5,0.0217,408065,190.95,75201,Dallas-Fort Worth-Arlington,2023-02-03
Austin,2195,4,4.0,0.324,2020,4,6.0,24.5,0.023,708283,322.68,78702,Austin-Round Rock-Georgetown,2023-10-22
San Antonio,2128,5,5.0,0.136,2007,17,7.5,11.4,0.022,362263,170.24,78201,San Antonio-New Braunfels,2023-09-03
Austin,2105,3,2.5,0.084,1992,32,6.8,17.1,0.0233,652764,310.1,78750,Austin-Round Rock-Georgetown,2024-02-12
Fort Worth,1763,2,2.0,0.186,1993,31,5.8,40.4,0.0193,283666,160.9,76102,Dallas-Fort Worth-Arlington,2023-04-21
Austin,1653,3,3.0,0.117,2006,18,7.3,13.1,0.0219,508069,307.36,78745,Austin-Round Rock-Georgetown,2024-02-21
San Antonio,1216,3,2.5,0.245,1971,53,7.0,14.0,0.0218,197081,162.07,78209,San Antonio-New Braunfels,2024-01-18
Fort Worth,1871,3,3.0,0.152,1989,35,6.3,20.1,0.0218,331931,177.41,76102,Dallas-Fort Worth-Arlington,2023-05-11
Fort Worth,3708,2,2.0,0.285,2007,17,7.0,20.4,0.022,610486,164.64,76109,Dallas-Fort Worth-Arlington,2023-07-15
San Antonio,1919,3,2.5,0.133,1971,53,10.0,11.2,0.0226,259577,135.27,78258,San Antonio-New Braunfels,2023-02-06
San Antonio,2019,3,2.0,0.438,1961,63,7.1,21.3,0.0207,317737,157.37,78250,San Antonio-New Braunfels,2023-09-03
Dallas,1398,4,3.0,0.255,1975,49,6.2,19.4,0.0215,276878,198.05,75254,Dallas-Fort Worth-Arlington,2023-05-23
San Antonio,1809,3,3.0,0.223,1989,35,5.9,12.1,0.0229,243829,134.79,78230,San Antonio-New Braunfels,2023-03-04
Austin,965,4,4.0,0.16,2002,22,6.7,14.6,0.02,301209,312.13,78745,Austin-Round Rock-Georgetown,2023-11-03
Dallas,1596,3,2.5,0.138,1986,38,9.5,21.5,0.0223,309771,194.09,75201,Dallas-Fort Worth-Arlington,2023-11-07
Dallas,1672,5,5.0,0.236,1975,49,7.0,16.8,0.0227,334449,200.03,75254,Dallas-Fort Worth-Arlington,2023-02-17
San Antonio,1633,3,3.0,0.396,1975,49,3.9,7.5,0.0224,217351,133.1,78250,San Antonio-New Braunfels,2023-04-12
Dallas,1344,4,3.5,0.239,1977,47,6.4,25.8,0.0216,262455,195.28,75204,Dallas-Fort Worth-Arlington,2023-02-15
Houston,2522,5,4.5,0.261,1966,58,8.3,12.8,0.0221,445625,176.7,77019,Houston-The Woodlands-Sugar Land,2024-01-07
Dallas,2155,2,2.0,0.098,1989,35,5.7,17.6,0.0215,350720,162.75,75225,Dallas-Fort Worth-Arlington,2023-07-04
Houston,3340,4,2.5,0.17,1980,44,7.1,21.4,0.0213,621755,186.15,77002,Houston-The Woodlands-Sugar Land,2023-02-08
Austin,1824,3,3.0,0.163,1979,45,7.1,26.0,0.0218,558523,306.21,78748,Austin-Round Rock-Georgetown,2023-04-15
Dallas,3005,4,2.5,0.077,1995,29,6.4,10.9,0.0227,613828,204.27,75204,Dallas-Fort Worth-Arlington,2024-06-17
Houston,1383,4,4.0,0.227,1990,34,4.8,28.7,0.0234,266248,192.51,77002,Houston-The Woodlands-Sugar Land,2023-05-20
Houston,2708,2,1.5,0.101,2023,1,5.6,26.0,0.0208,391026,144.4,77007,Houston-The Woodlands-Sugar Land,2024-01-10
Houston,1546,3,2.0,0.302,1964,60,6.8,44.3,0.023,212605,137.52,77079,Houston-The Woodlands-Sugar Land,2023-09-14
Houston,1950,4,3.0,0.333,1961,63,9.8,16.1,0.0227,335297,171.95,77007,Houston-The Woodlands-Sugar Land,2023-04-10
Houston,2237,4,4.0,0.449,2008,16,6.1,36.0,0.0235,389945,174.32,77024,Houston-The Woodlands-Sugar Land,2023-06-18
Houston,1910,3,2.5,0.28,2014,10,5.9,53.7,0.0239,273080,142.97,77056,Houston-The Woodlands-Sugar Land,2023-01-08
San Antonio,2274,4,4.0,0.369,2014,10,7.0,17.8,0.0225,388434,170.82,78201,San Antonio-New Braunfels,2024-02-13
Houston,2249,4,4.0,0.647,1975,49,5.5,27.2,0.0227,435878,193.81,77056,Houston-The Woodlands-Sugar Land,2023-07-02
Fort Worth,1509,3,3.0,0.284,1981,43,5.4,15.7,0.0196,262634,174.05,76107,Dallas-Fort Worth-Arlington,2023-10-01
Fort Worth,1704,3,3.0,0.107,2014,10,8.0,14.1,0.0234,338866,198.87,76109,Dallas-Fort Worth-Arlington,2023-03-25
Dallas,1478,3,3.0,0.154,1980,44,7.0,34.0,0.0213,276926,187.37,75204,Dallas-Fort Worth-Arlington,2024-03-26
Houston,2796,5,4.5,0.197,2000,24,4.7,13.0,0.0233,510537,182.6,77002,Houston-The Woodlands-Sugar Land,2023-04-30
Dallas,2045,3,2.5,0.156,1980,44,7.4,12.7,0.0234,423851,207.26,75230,Dallas-Fort Worth-Arlington,2023-11-06
San Antonio,2127,3,2.5,0.233,1972,52,6.9,10.1,0.0228,279248,131.29,78250,San Antonio-New Braunfels,2024-04-22
Dallas,2460,3,3.0,0.059,1979,45,6.0,23.9,0.022,357171,145.19,75254,Dallas-Fort Worth-Arlington,2024-01-26
San Antonio,2831,4,2.5,0.425,1966,58,5.7,11.3,0.0229,473464,167.24,78230,San Antonio-New Braunfels,2023-11-26
Dallas,3255,3,2.0,0.289,1986,38,5.7,24.8,0.0213,596903,183.38,75205,Dallas-Fort Worth-Arlington,2024-04-30
Dallas,1868,4,3.5,0.05,1969,55,7.4,24.8,0.0224,374654,200.56,75204,Dallas-Fort Worth-Arlington,2023-04-07
Houston,3436,5,3.5,0.282,1982,42,7.3,37.1,0.0234,569283,165.68,77007,Houston-The Woodlands-Sugar Land,2024-06-11
San Antonio,938,4,4.0,0.189,2014,10,7.5,17.2,0.0238,152433,162.51,78230,San Antonio-New Braunfels,2023-11-01
Houston,2416,5,5.0,0.084,1988,36,6.2,33.6,0.0245,455453,188.52,77019,Houston-The Woodlands-Sugar Land,2023-08-13
San Antonio,1786,3,2.5,0.369,2010,14,7.5,13.4,0.0228,295813,165.63,78216,San Antonio-New Braunfels,2023-05-20
Fort Worth,3491,3,2.0,0.227,1992,32,7.7,18.9,0.022,556422,159.39,76102,Dallas-Fort Worth-Arlington,2024-02-12
Austin,2803,3,3.0,0.191,2011,13,10.0,11.3,0.0208,919594,328.07,78704,Austin-Round Rock-Georgetown,2024-06-17
Dallas,3289,3,3.0,0.927,2018,6,7.9,10.4,0.022,704747,214.27,75204,Dallas-Fort Worth-Arlington,2024-01-13
Austin,2449,3,2.5,0.13,2009,15,9.0,9.9,0.0205,692600,282.81,78701,Austin-Round Rock-Georgetown,2023-01-18
San Antonio,1219,3,3.0,0.282,1972,52,5.1,3.3,0.0215,167875,137.72,78201,San Antonio-New Braunfels,2023-09-14
Austin,1584,5,4.0,0.305,1964,60,8.1,13.7,0.0207,561861,354.71,78704,Austin-Round Rock-Georgetown,2024-02-05
Fort Worth,1573,3,2.5,0.133,2002,22,8.2,24.8,0.0214,284684,180.98,76107,Dallas-Fort Worth-Arlington,2023-08-06
Austin,1852,3,3.0,0.124,1960,64,7.0,6.2,0.0211,595397,321.49,78701,Austin-Round Rock-Georgetown,2024-02-27
Fort Worth,1607,5,5.0,0.512,2018,6,8.0,50.5,0.021,267846,166.67,76109,Dallas-Fort Worth-Arlington,2024-01-22
San Antonio,1705,3,3.0,0.276,1961,63,8.1,19.4,0.0233,230350,135.1,78205,San Antonio-New Braunfels,2023-02-06
Dallas,1439,4,3.5,0.124,2008,16,6.5,13.0,0.0213,273828,190.29,75201,Dallas-Fort Worth-Arlington,2023-11-02
San Antonio,1243,3,3.0,0.455,1998,26,6.9,18.3,0.0218,183199,147.38,78201,San Antonio-New Braunfels,2023-04-05
San Antonio,2173,3,2.0,0.447,1961,63,6.5,23.8,0.022,249765,114.94,78216,San Antonio-New Braunfels,2023-09-24
Fort Worth,2145,4,3.0,0.301,2005,19,6.6,13.4,0.0224,421929,196.7,76132,Dallas-Fort Worth-Arlington,2023-07-30
Houston,1774,3,2.0,0.165,1979,45,8.8,34.0,0.0226,287433,162.03,77007,Houston-The Woodlands-Sugar Land,2024-03-17
Dallas,2095,3,3.0,0.175,1969,55,6.8,20.4,0.0231,385452,183.99,75204,Dallas-Fort Worth-Arlington,2024-04-19
Austin,1383,3,2.0,0.164,2001,23,7.7,42.9,0.0193,377836,273.2,78702,Austin-Round Rock-Georgetown,2023-09-10
Dallas,1997,2,1.0,0.293,2020,4,7.1,15.7,0.0219,353015,176.77,75205,Dallas-Fort Worth-Arlington,2023-10-21
Austin,1855,3,3.0,0.283,2009,15,6.6,8.3,0.0198,635139,342.39,78748,Austin-Round Rock-Georgetown,2023-12-09
Dallas,2155,3,2.5,0.525,1975,49,6.5,19.6,0.0229,371821,172.54,75204,Dallas-Fort Worth-Arlington,2023-12-25
Dallas,1697,3,3.0,0.216,1983,41,9.1,32.9,0.0224,307513,181.21,75225,Dallas-Fort Worth-Arlington,2023-12-14
Dallas,2748,3,2.0,0.203,2004,20,4.0,15.2,0.0227,479554,174.51,75254,Dallas-Fort Worth-Arlington,2024-03-04
Dallas,2478,3,2.0,0.172,1974,50,7.2,15.1,0.0232,430608,173.77,75254,Dallas-Fort Worth-Arlington,2024-06-21
San Antonio,2142,4,2.5,0.106,2005,19,6.5,43.1,0.0231,261927,122.28,78216,San Antonio-New Braunfels,2024-03-28
San Antonio,800,3,2.0,0.464,1984,40,5.4,19.1,0.0233,104719,130.9,78230,San Antonio-New Braunfels,2023-03-15
Dallas,1760,3,2.5,0.249,1970,54,7.2,29.3,0.0215,289218,164.33,75254,Dallas-Fort Worth-Arlington,2023-09-18
Dallas,3619,4,3.0,0.173,1978,46,7.3,14.8,0.022,739866,204.44,75230,Dallas-Fort Worth-Arlington,2023-09-10
Fort Worth,2086,3,3.0,0.214,2006,18,7.7,10.0,0.0213,368899,176.85,76107,Dallas-Fort Worth-Arlington,2023-10-06
Austin,2952,3,2.5,0.122,2011,13,7.6,12.4,0.0228,794291,269.07,78701,Austin-Round Rock-Georgetown,2023-10-17
Austin,1280,3,3.0,0.111,2022,2,6.2,9.7,0.0195,374354,292.46,78701,Austin-Round Rock-Georgetown,2024-01-28
Austin,2723,3,3.0,0.099,1970,54,6.3,7.9,0.0215,885181,325.08,78750,Austin-Round Rock-Georgetown,2023-08-19
Dallas,2621,2,1.5,0.183,1999,25,6.8,16.3,0.024,396404,151.24,75225,Dallas-Fort Worth-Arlington,2023-05-25
Houston,1957,3,2.5,0.159,1973,51,6.2,19.7,0.0214,317767,162.37,77007,Houston-The Woodlands-Sugar Land,2023-09-08
San Antonio,2381,3,2.0,0.246,1981,43,5.4,13.5,0.0247,327143,137.4,78209,San Antonio-New Braunfels,2024-04-12
Dallas,1400,4,3.0,0.088,1982,42,6.0,14.4,0.0229,291914,208.51,75204,Dallas-Fort Worth-Arlington,2023-06-20
Houston,2456,3,2.5,0.275,2002,22,6.0,19.1,0.0234,381235,155.23,77056,Houston-The Woodlands-Sugar Land,2023-01-12
Fort Worth,2118,4,4.0,0.475,1985,39,7.7,9.6,0.0207,397626,187.74,76109,Dallas-Fort Worth-Arlington,2024-06-18
San Antonio,1508,3,3.0,0.497,1991,33,6.9,12.8,0.0204,227458,150.83,78258,San Antonio-New Braunfels,2023-04-18
Houston,2116,4,3.0,0.493,1998,26,7.7,13.6,0.0225,378505,178.88,77007,Houston-The Woodlands-Sugar Land,2023-11-26
Houston,1664,2,2.0,0.122,1993,31,8.2,23.2,0.0213,254215,152.77,77019,Houston-The Woodlands-Sugar Land,2024-03-13
Houston,2284,3,2.0,0.385,1969,55,7.0,11.4,0.0216,392366,171.79,77002,Houston-The Woodlands-Sugar Land,2023-05-31
Austin,2720,3,2.5,0.339,2022,2,8.9,8.9,0.0232,952489,350.18,78750,Austin-Round Rock-Georgetown,2023-07-06
Austin,1692,3,3.0,0.066,1995,29,8.9,8.7,0.0219,535975,316.77,78704,Austin-Round Rock-Georgetown,2023-06-03
Fort Worth,1829,5,3.5,0.727,1992,32,8.7,23.9,0.0218,407673,222.89,76109,Dallas-Fort Worth-Arlington,2023-03-23
Houston,2947,3,3.0,0.078,1992,32,8.1,60.0,0.0231,381443,129.43,77019,Houston-The Woodlands-Sugar Land,2023-03-25
Houston,2520,3,2.5,0.341,1997,27,7.1,17.2,0.0224,417469,165.66,77007,Houston-The Woodlands-Sugar Land,2023-04-13
San Antonio,1724,5,5.0,0.287,1978,46,6.3,7.9,0.0235,233962,135.71,78258,San Antonio-New Braunfels,2023-09-08
Dallas,1749,4,4.0,0.252,2001,23,8.6,12.6,0.0226,402257,229.99,75205,Dallas-Fort Worth-Arlington,2023-10-18
Fort Worth,1184,4,2.5,0.301,1988,36,7.5,23.0,0.0213,231946,195.9,76109,Dallas-Fort Worth-Arlington,2023-01-09
San Antonio,1221,4,3.0,0.156,2019,5,7.0,27.4,0.0222,201028,164.64,78201,San Antonio-New Braunfels,2024-04-07
Dallas,2030,4,3.5,0.15,1979,45,6.4,22.3,0.0222,356593,175.66,75204,Dallas-Fort Worth-Arlington,2024-01-05
Houston,1279,4,3.5,0.28,2022,2,7.7,11.7,0.0216,272201,212.82,77056,Houston-The Woodlands-Sugar Land,2023-02-08
Fort Worth,2200,2,2.0,0.172,1974,50,5.6,31.1,0.021,359710,163.5,76102,Dallas-Fort Worth-Arlington,2024-04-05
San Antonio,1729,4,2.5,0.05,2017,7,6.4,14.7,0.0233,225948,130.68,78201,San Antonio-New Braunfels,2023-01-17
Fort Worth,2805,3,2.0,0.227,1964,60,8.2,9.6,0.0225,458596,163.49,76132,Dallas-Fort Worth-Arlington,2023-11-03
Austin,1157,5,4.0,0.11,1968,56,8.6,5.7,0.0194,472733,408.59,78703,Austin-Round Rock-Georgetown,2023-09-12
San Antonio,2557,4,4.0,0.431,2000,24,7.0,17.2,0.0236,393228,153.78,78205,San Antonio-New Braunfels,2023-10-02
Dallas,2018,3,3.0,0.142,1993,31,7.3,18.3,0.021,422361,209.3,75225,Dallas-Fort Worth-Arlington,2024-06-07
Austin,1417,2,2.0,0.223,1993,31,5.6,21.9,0.0208,419307,295.91,78702,Austin-Round Rock-Georgetown,2024-05-22
Dallas,1732,4,2.5,0.152,2022,2,8.7,18.4,0.0224,375381,216.73,75201,Dallas-Fort Worth-Arlington,2023-06-02
San Antonio,2514,3,2.0,0.16,1989,35,6.6,14.3,0.0232,391284,155.64,78201,San Antonio-New Braunfels,2023-11-14
Austin,1417,3,3.0,0.609,1975,49,8.5,17.8,0.0202,450142,317.67,78701,Austin-Round Rock-Georgetown,2024-06-08
Houston,2446,3,2.0,0.937,1967,57,5.7,13.2,0.0221,426310,174.29,77002,Houston-The Woodlands-Sugar Land,2024-02-03
San Antonio,2665,3,2.0,0.143,1960,64,7.6,13.2,0.0222,392093,147.13,78230,San Antonio-New Braunfels,2024-04-30
Houston,1984,4,3.5,0.377,2000,24,8.8,29.5,0.0238,356919,179.9,77007,Houston-The Woodlands-Sugar Land,2023-08-26
Houston,1698,3,3.0,0.1,1976,48,6.4,21.1,0.0225,301256,177.42,77002,Houston-The Woodlands-Sugar Land,2023-06-04
Houston,2425,3,2.5,0.246,1963,61,5.7,22.1,0.023,326633,134.69,77002,Houston-The Woodlands-Sugar Land,2023-10-07
Houston,1786,3,2.5,0.309,1972,52,6.1,27.8,0.0228,210353,117.78,77019,Houston-The Woodlands-Sugar Land,2024-03-22
